i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy 
4401 32.00627160072327 0.008820392191410065 -0.041609227657318115 0.379276767373085 0.20821695371337245 0.37473451671190555 -0.0 -0.3533030905488693 0.006643114476279506 0.3466599760725898 1257.0 834.0 2241.0 0.21643451020121576 0.46602334976196286 -0.008217556487843312 -0.005002169040963054 0.0 -0.08628666400909424 
4402 32.011210441589355 0.008820392191410065 -0.041609227657318115 0.379276767373085 0.20821695371337245 0.4610107784140855 -0.0 -0.4346451301555849 0.04731413427963728 0.38733099587594755 1239.0 838.0 2257.0 0.21643451020121576 0.46602334976196286 -0.008217556487843312 -0.0050125713478773835 0.0 0.0 
4403 32.01622462272644 0.009203888475894928 -0.038924768567085266 0.38176946341991425 0.2041902427262814 0.22960067364387213 -0.0 -0.21646959106477517 -0.058485839512423615 0.27495543057719873 1200.0 846.0 2294.0 0.2208447174727917 0.43595740795135496 -0.008217556487843312 -0.005022302540019155 -0.008436918258666992 -0.20133443176746368 
4404 32.0212242603302 0.008053399622440338 -0.03950001299381256 0.38291995227336884 0.22470729394622158 0.48051129999198017 -0.0 -0.45303039821479013 0.04304246189078365 0.40998793632400643 1183.0 848.0 2310.0 0.2076140956580639 0.4424001455307007 -0.008217556487843312 -0.005032177543267608 0.025310754776000977 0.04314333200454712 
4405 32.026224851608276 0.006519421935081482 -0.04084224998950958 0.3840704411268234 0.2155033048874886 0.553058586454019 -0.0 -0.5214286358334442 0.08475660629746241 0.4366720295359819 1167.0 851.0 2326.0 0.18997335225343706 0.4574331998825073 -0.008217556487843312 -0.005042388105764985 0.033747509121894836 0.10066777467727661 
4406 32.031235218048096 0.004985444247722626 -0.04295146465301514 0.385220929980278 0.19786256148286174 0.6341943779047579 -0.0 -0.5979241936091175 0.13740799186020022 0.4605162017489174 1151.0 853.0 2341.0 0.1723326088488102 0.4810564041137695 -0.008217556487843312 -0.00505312597192824 0.03374750912189487 0.15819109976291656 
4407 32.03620624542236 0.003259710967540741 -0.04467719793319702 0.3861796706914902 0.18223525180287667 0.6247503175940364 -0.0 -0.5890202481589231 0.14571566405790956 0.44330458410101353 1135.0 855.0 2356.0 0.1524866761267185 0.5003846168518066 -0.008217556487843312 -0.005064295271411539 0.037966132164001465 0.12942999601364136 
4408 32.0412175655365 0.0023009777069091797 -0.04582768678665161 0.38713841140270233 0.1543358188755066 0.5944810038264841 -0.0 -0.5604820654563902 0.15422636430166325 0.4062557011547271 1119.0 857.0 2373.0 0.14146124362945556 0.513270092010498 -0.008217556487843312 -0.0050757521931082015 0.021092131733894348 0.08628666400909424 
4409 32.0463080406189 0.0023009777069091797 -0.04582768678665161 0.38713841140270233 0.13324368714161225 0.5081828828956931 -0.0 -0.4791194167712983 0.13076669340431918 0.3483527233669792 1119.0 857.0 2373.0 0.14146124362945556 0.513270092010498 -0.008217556487843312 -0.005087209114804864 0.0 0.0 
4410 32.0512273311615 -0.00019174069166183472 -0.0481286495923996 0.3880971521139145 0.1594172303266079 0.7065138445887714 -0.0 -0.6661076406811983 0.20289019683795606 0.46321744384324237 1083.0 863.0 2408.0 0.1127949820458889 0.5390408754348754 -0.008217556487843312 -0.005099241277202964 0.05483980476856232 0.17257221043109894 
4411 32.05626964569092 -0.002109222114086151 -0.04947088658809662 0.38848064839839935 0.1247109804935009 0.6496300954651087 -0.0 -0.6124771276883234 0.2044124746670739 0.40806465302124956 1067.0 865.0 2423.0 0.09074394568800927 0.5540739297866821 -0.008217556487843312 -0.005111608998849988 0.04218459129333496 0.10066777467727661 
4412 32.06122159957886 -0.004026696085929871 -0.05062137544155121 0.3888641446828842 0.10265986590452501 0.6481218046117573 -0.0 -0.6110550974344482 0.22170611920768057 0.3893489782267676 1050.0 869.0 2439.0 0.06869299501180649 0.5669594049453734 -0.008217556487843312 -0.0051242643427103765 0.04218442738056183 0.08628666400909424 
4413 32.066229820251465 -0.00594417005777359 -0.05215534567832947 0.3894393891096115 0.08060891522832224 0.6940503361765294 -0.0 -0.6543569322603026 0.26136156245393327 0.3929953698063693 1034.0 873.0 2454.0 0.04664204433560372 0.58413987159729 -0.008217556487843312 -0.0051373031791299584 0.04218442738056183 0.11504776775836945 
4414 32.071218490600586 -0.007861651480197906 -0.053114086389541626 0.3900146335363388 0.05855804278321573 0.6616327392030507 -0.0 -0.6237933287273434 0.2640842226453566 0.3597091060819868 1015.0 877.0 2470.0 0.024591007977724077 0.5948777675628661 -0.008217556487843312 -0.005150581700727344 0.04218459129333496 0.07190555334091187 
4415 32.076531648635864 -0.0090121328830719 -0.05368933081626892 0.3905898779630661 0.028453506220057694 0.6392998331133276 -0.0 -0.6027376629411494 0.2781366409264918 0.32460102201465757 998.0 881.0 2486.0 0.011360471844673158 0.6013205051422119 -0.008217556487843312 -0.005164004033431411 0.025310590863227844 0.04314333200454712 
4416 32.081215381622314 -0.0090121328830719 -0.05368933081626892 0.3905898779630661 0.0031429153568298465 0.5961430787760764 -0.0 -0.562049084746653 0.2784583627303297 0.2835907220163233 979.0 887.0 2503.0 0.011360471844673158 0.6013205051422119 -0.008217556487843312 -0.0051774263661354784 0.0 0.0 
4417 32.08625054359436 -0.0090121328830719 -0.05368933081626892 0.3905898779630661 0.0031429153568298465 0.5961296564433723 -0.0 -0.5620364300500205 0.27845203538201346 0.28358439466800706 979.0 887.0 2503.0 0.011360471844673158 0.6013205051422119 -0.008217556487843312 -0.005190848698839546 0.0 0.0 
4418 32.09129524230957 -0.012080095708370209 -0.05388107895851135 0.3911651223897934 0.0353565250224621 0.6126448760349302 -0.0 -0.5776071284046544 0.2599350824080014 0.3176720459966531 940.0 899.0 2537.0 -0.0239211006462574 0.6034680843353271 -0.008217556487843312 -0.005204318968579174 0.0674951821565628 0.014381110668182373 
4419 32.096261978149414 -0.012080095708370209 -0.05388107895851135 0.3911651223897934 -0.03213865713410071 0.5982502950970082 -0.0 -0.5640357873465969 0.3082589973389001 0.2557767900076967 940.0 899.0 2537.0 -0.0239211006462574 0.6034680843353271 -0.008217556487843312 -0.005217789238318801 0.0 0.0 
4420 32.10122847557068 -0.013038836419582367 -0.05273059010505676 0.3917403370141983 -0.022072639375477942 0.4990649732816964 -0.0 -0.47052296914689423 0.2532837191555755 0.21723924999131866 903.0 912.0 2567.0 -0.034946618825197215 0.5905826091766357 -0.008218316196948208 -0.005230971885845065 0.02109229564666748 -0.08628666400909424 
4421 32.10652136802673 -0.013038836419582367 -0.05215534567832947 0.39193208515644073 -0.043165694731250315 0.5357525288704782 -0.0 -0.5051123282695422 0.28780080629620697 0.21731152197333528 884.0 920.0 2582.0 -0.034946618825197215 0.58413987159729 -0.008219075906053103 -0.005244010722264649 0.0 -0.04314333200454712 
4422 32.11129951477051 -0.013422325253486633 -0.05158011615276337 0.39212383329868317 -0.03913991755656889 0.5292981807421892 -0.0 -0.49902711049667303 0.2814711641110681 0.21755594638560494 863.0 928.0 2597.0 -0.03935674041509628 0.5776973009109496 -0.008219931487366475 -0.005256905751302839 0.00843675434589386 -0.04314221441745758 
4423 32.11624240875244 -0.013422325253486633 -0.05158011615276337 0.39212383329868317 -0.047577527483776125 0.5724275001306086 -0.0 -0.5396898227733555 0.30869179990617585 0.23099802286717963 863.0 928.0 2597.0 -0.03935674041509628 0.5776973009109496 -0.008220787068679848 -0.0052698007803410295 0.0 0.0 
4424 32.12125873565674 -0.013614073395729065 -0.0511966198682785 0.39212383329868317 -0.04556507550857952 0.5393573212530464 -0.0 -0.5085109591208536 0.29145920792289565 0.21705175119795797 844.0 936.0 2611.0 -0.04156184405088424 0.5734021425247192 -0.00822169058702878 -0.005282599935308099 0.004218459129333496 -0.028762221336364746 
4425 32.12621450424194 -0.013997569680213928 -0.05081312358379364 0.3923155814409256 -0.04575782304324201 0.5350494595859199 -0.0 -0.504449468191202 0.289585840161104 0.214863628030098 824.0 945.0 2626.0 -0.04597205132246017 0.5691069841384887 -0.008222689979448835 -0.005295303216204047 0.008436918258666992 -0.028762221336364746 
4426 32.1312301158905 -0.013805821537971497 -0.050046131014823914 0.39250732958316803 -0.05620904825083903 0.49768440994434054 -0.0 -0.46922136154995836 0.2805051764889908 0.18871618506096755 802.0 955.0 2641.0 -0.043766947686672206 0.5605166673660278 -0.008223641434833328 -0.0053078147489577536 -0.004218459129333496 -0.05752444267272949 
4427 32.1363480091095 -0.012847088277339935 -0.04927913844585419 0.39269907772541046 -0.062057288358136925 0.48908177338726816 -0.0 -0.46111071802250614 0.2812249227773178 0.17988579524518827 782.0 965.0 2654.0 -0.03274151518940925 0.5519263505935669 -0.008223641434833328 -0.005320134533569217 -0.021092131733894348 -0.05752444267272949 
4428 32.1412353515625 -0.009779125452041626 -0.04832039773464203 0.39384956657886505 -0.07317876628987482 0.46395068665407596 -0.0 -0.43741690222566953 0.27845866358502663 0.15895823864064285 745.0 983.0 2679.0 0.0025400573015213037 0.5411884546279907 -0.008223641434833328 -0.005332214633002878 -0.0674951821565628 -0.07190555334091187 
4429 32.14621186256409 -0.007861651480197906 -0.0481286495923996 0.39442481100559235 -0.02581706083767108 0.519315517971292 -0.0 -0.48961536577720666 0.2658872247921648 0.2237281409850418 726.0 993.0 2691.0 0.024591007977724077 0.5390408754348754 -0.008223641434833328 -0.005344246795400977 -0.04218442738056183 -0.014381110668182373 
4430 32.151243686676025 -0.006327666342258453 -0.04832039773464203 0.3951918035745621 0.0002605225945264949 0.5502132384013384 -0.0 -0.5187460159629291 0.2591602921737793 0.25958572378914985 705.0 1004.0 2704.0 0.04223183706402779 0.5411884546279907 -0.008223641434833328 -0.005356326894834638 -0.03374767303466797 0.014381110668182373 
4431 32.15623068809509 -0.006327666342258453 -0.04832039773464203 0.3951918035745621 0.034008195629194465 0.5358200476337224 -0.0 -0.5051759855700053 0.2248204173302441 0.28035556823976115 705.0 1004.0 2704.0 0.04223183706402779 0.5411884546279907 -0.008223641434833328 -0.005368406994268299 0.0 0.0 
4432 32.16125774383545 -0.004793688654899597 -0.04870389401912689 0.39576704800128937 0.017901429911926475 0.5688652513828127 -0.0 -0.5363313024455691 0.25354919490597927 0.2827821075395899 686.0 1015.0 2715.0 0.05987258046865464 0.5454836130142211 -0.008223641434833328 -0.00538058296777308 -0.033747509121894836 0.028762221336364746 
4433 32.16622591018677 -0.003259703516960144 -0.05062137544155121 0.39691753685474396 0.035542095085457054 0.7053772733155637 -0.0 -0.6650360710084157 0.303498036387924 0.3615380346204916 646.0 1037.0 2739.0 0.07751340955495835 0.5669594049453734 -0.008223641434833328 -0.005393238311633468 -0.03374767303466797 0.14381110668182373 
4434 32.171428203582764 -0.003259703516960144 -0.05062137544155121 0.39691753685474396 0.06928976812012502 0.5615535112898796 -0.0 -0.5294377277762538 0.20814400512476985 0.32129372265148387 646.0 1037.0 2739.0 0.07751340955495835 0.5669594049453734 -0.008223641434833328 -0.0054058936554938555 0.0 0.0 
4435 32.176238775253296 -0.002109222114086151 -0.05273059010505676 0.3976845294237137 0.0572097133899481 0.7433546326365322 -0.0 -0.7008414687516358 0.30370919899707005 0.3971322697545656 604.0 1061.0 2763.0 0.09074394568800927 0.5905826091766357 -0.008223641434833328 -0.0054190763030201195 -0.025310590863227844 0.15819109976291656 
4436 32.1812641620636 -0.002109222114086151 -0.05273059010505676 0.3976845294237137 0.08252030425317594 0.5851503502260894 -0.0 -0.551685040878068 0.20846497415920018 0.34322006671886784 604.0 1061.0 2763.0 0.09074394568800927 0.5905826091766357 -0.008223641434833328 -0.0054322589505463835 0.0 0.0 
4437 32.18626642227173 -0.0013422295451164246 -0.05349758267402649 0.398259773850441 0.07446688227899381 0.6512517352756113 -0.0 -0.6140060243638547 0.24620105740878143 0.3678049669550732 584.0 1073.0 2774.0 0.09956436023116112 0.5991729259490967 -0.008223641434833328 -0.005445633346214891 -0.016873836517333984 0.05752444267272949 
4438 32.19128894805908 0.002684466540813446 -0.054072827100753784 0.399602010846138 0.04906040989406414 0.6432998439799994 -0.0 -0.6065089093526741 0.26319679773892085 0.3433121116137532 543.0 1096.0 2797.0 0.14587136521935462 0.6056156635284423 -0.008223641434833328 -0.005459151552990079 -0.08858731389045715 0.04314333200454712 
4439 32.19621992111206 0.005177192389965057 -0.05445632338523865 0.4001772552728653 0.11147410236842938 0.6332002776172012 -0.0 -0.5969869468697698 0.20747524998907502 0.38951169688069476 524.0 1107.0 2809.0 0.17453771248459815 0.6099108219146728 -0.008223641434833328 -0.005472765633836389 -0.05483996868133545 0.028762221336364746 
4440 32.2012083530426 0.0072864145040512085 -0.05464807152748108 0.4007524996995926 0.14416723885186022 0.6209530841242522 -0.0 -0.5854401821106126 0.17500803345097155 0.41043214865964095 503.0 1119.0 2821.0 0.19879376679658892 0.6120584011077881 -0.008223641434833328 -0.005486427651718259 -0.04640288650989536 0.014381110668182373 
4441 32.20640277862549 0.0072864145040512085 -0.05464807152748108 0.4007524996995926 0.19057012536175558 0.606558311438188 -0.0 -0.5718686602706726 0.13033447435049478 0.44153418592017785 503.0 1119.0 2821.0 0.19879376679658892 0.6120584011077881 -0.008223641434833328 -0.005500089669600129 0.0 0.0 
4442 32.211217164993286 0.010546118021011353 -0.055223315954208374 0.4019029885530472 0.15634323843367406 0.6561305751930921 -0.0 -0.6186058387504871 0.18164919974298044 0.43695663900750664 459.0 1145.0 2846.0 0.23628035724163057 0.6185011386871337 -0.008223641434833328 -0.005513895498588681 -0.07171347737312317 0.04314333200454712 
4443 32.216256618499756 0.010546118021011353 -0.055223315954208374 0.4019029885530472 0.22805671580679723 0.6129734373595566 -0.0 -0.5779168989922264 0.1027509207822572 0.47516597820996914 459.0 1145.0 2846.0 0.23628035724163057 0.6185011386871337 -0.008223641434833328 -0.005527701327577234 0.0 0.0 
4444 32.22121262550354 0.01150485873222351 -0.05560681223869324 0.4026699513196945 0.21798993833906957 0.6460169153790921 -0.0 -0.6090705888343627 0.12654725508668524 0.48252333374767753 440.0 1156.0 2858.0 0.2473058754205704 0.6227962970733643 -0.008223641434833328 -0.005541603030636907 -0.02109229564666748 0.028762221336364746 
4445 32.22625279426575 0.0126553475856781 -0.05618205666542053 0.4032451957464218 0.2270021010244639 0.6668267181124538 -0.0 -0.6286902590049152 0.1289986901525726 0.49969156885234256 420.0 1167.0 2869.0 0.2605364972352982 0.6292390346527099 -0.008223641434833328 -0.005555648544803262 -0.025310754776000977 0.04314333200454712 
4446 32.23121619224548 0.016298547387123108 -0.0571407824754715 0.4049709290266037 0.2140592578852923 0.7063112657386809 -0.0 -0.6659166475096997 0.15817967157558235 0.5077369759341173 378.0 1189.0 2895.0 0.3024332949519158 0.6399767637252807 -0.008223641434833328 -0.00556993374042213 -0.08015039563179016 0.07190443575382233 
4447 32.236239433288574 0.016298547387123108 -0.0571407824754715 0.4049709290266037 0.29420965351708245 0.6343925447892397 -0.0 -0.5981110271395492 0.058834337397145886 0.5392766897424033 378.0 1189.0 2895.0 0.3024332949519158 0.6399767637252807 -0.008223641434833328 -0.0055842189360409975 0.0 0.0 
4448 32.241249322891235 0.018216028809547424 -0.05790777504444122 0.40650491416454315 0.2740760985816271 0.7004928272906691 -0.0 -0.6604309711330255 0.10643328816060384 0.5539976829724216 358.0 1199.0 2908.0 0.3244843313097954 0.6485670804977417 -0.008223641434833328 -0.005598695879802108 -0.04218459129333496 0.05752444267272949 
4449 32.24621868133545 0.018216028809547424 -0.05790777504444122 0.40650491416454315 0.3162606898749621 0.6429539076741785 -0.0 -0.6061827574757346 0.04486560677311692 0.5613171507026177 335.0 1209.0 2923.0 0.3244843313097954 0.6485670804977417 -0.008223641434833328 -0.005613172823563218 0.0 0.0 
4450 32.25122141838074 0.02377670258283615 -0.06270146369934082 0.4103398770093918 0.25787361525543046 1.056154194360599 -0.0 -0.9957517237479925 0.28732293670646547 0.7084287870415271 291.0 1229.0 2955.0 0.3884320797026158 0.7022563934326171 -0.008223641434833328 -0.005628848189488054 -0.12233482301235199 0.3595266491174698 
4451 32.256263971328735 0.02377670258283615 -0.06270146369934082 0.4103398770093918 0.38020843826778244 0.6966118698772042 -0.0 -0.6567719693936159 0.017947094811293265 0.6388248745823226 291.0 1229.0 2955.0 0.3884320797026158 0.7022563934326171 -0.008223641434833328 -0.0056445235554128895 0.0 0.0 
4452 32.26122164726257 0.025118939578533173 -0.06423544883728027 0.4114903658628464 0.3661149498129637 0.8288253299053757 -0.0 -0.7814240149270246 0.0917804027147015 0.6896436122123231 271.0 1238.0 2970.0 0.40386780515313153 0.719437026977539 -0.008223641434833328 -0.0056605824176222085 -0.029529213905334473 0.11504888534545898 
4453 32.26631236076355 0.027228161692619324 -0.06519418954849243 0.4134078174829483 0.3734973315203936 0.7964035953190177 -0.0 -0.7508565104152325 0.07046896103558549 0.680387549379647 228.0 1255.0 3003.0 0.42812385946512227 0.7301749229431151 -0.008223641434833328 -0.0056768809650093325 -0.046402886509895325 0.07190555334091187 
4454 32.27122497558594 0.027228161692619324 -0.06519418954849243 0.4134078174829483 0.41990021803028893 0.7244817434307187 -0.0 -0.6830479381676181 -0.0013231232687284968 0.6843710614363467 228.0 1255.0 3003.0 0.42812385946512227 0.7301749229431151 -0.008223641434833328 -0.005693179512396455 0.0 0.0 
4455 32.27624797821045 0.028186902403831482 -0.0655776858329773 0.4147500544786453 0.40983344056256127 0.7575227287318557 -0.0 -0.7141992778523101 0.022472035956977415 0.6917272418953329 204.0 1263.0 3022.0 0.4391493776440621 0.7344700813293457 -0.008223641434833328 -0.005709573933854699 -0.02109229564666748 0.028762221336364746 
4456 32.281208753585815 0.029337387531995773 -0.0655776858329773 0.4159005433320999 0.4188456423635037 0.7287441129740327 -0.0 -0.6870665387116186 0.0015472344295314904 0.6855193042820873 182.0 1270.0 3040.0 0.45237995661795144 0.7344700813293457 -0.008223641434833328 -0.005725968355312944 -0.02531067281961441 0.0 
4457 32.286304235458374 0.0301043763756752 -0.0655776858329773 0.41724278032779694 0.4361029323244841 0.7287277185525745 -0.0 -0.6870510819028361 -0.012551012224078563 0.6996020941269148 158.0 1278.0 3060.0 0.46120032832026486 0.7344700813293457 -0.008223641434833328 -0.005742362776771188 -0.016873754560947418 0.0 
4458 32.29122853279114 0.03106311708688736 -0.06481069326400757 0.4195437580347061 0.44290990941770386 0.662596756434068 -0.0 -0.6247022128889874 -0.049283320254070236 0.6739855331430578 107.0 1291.0 3103.0 0.4722258464992047 0.7258797645568847 -0.008223641434833328 -0.00575856545008719 -0.02109229564666748 -0.05752444267272949 
4459 32.29627442359924 0.03106311708688736 -0.06481069326400757 0.4195437580347061 0.46400220506437134 0.7201049964334816 -0.0 -0.6789215015259058 -0.03939546321503182 0.7183169647409376 107.0 1291.0 3103.0 0.4722258464992047 0.7258797645568847 -0.008223641434833328 -0.005774768123403193 0.0 0.0 
4460 32.301233768463135 0.030871368944644928 -0.06461894512176514 0.4206942468881607 0.4660155605579169 0.7035601518359035 -0.0 -0.663322872447739 -0.048838675630787205 0.7121615480785263 85.0 1296.0 3123.0 0.4700207428634167 0.7237321853637695 -0.008223641434833328 -0.005790922859683633 0.004218459129333496 -0.014381110668182373 
4461 32.306232213974 0.030487872660160065 -0.06481069326400757 0.4218447357416153 0.46582381241567444 0.7344537496920674 -0.0 -0.6924496358335307 -0.03411873223535116 0.7265683680688817 61.0 1301.0 3145.0 0.4656105355918408 0.7258797645568847 -0.008223641434833328 -0.0058071255329996355 0.008436918258666992 0.014381110668182373 
4462 32.31127643585205 0.02914563938975334 -0.06500244140625 0.42337869107723236 0.47148034349627804 0.7365850782748312 -0.0 -0.6944590716919428 -0.03773255259336944 0.7321916242853119 38.0 1305.0 3165.0 0.4501748529821635 0.72802734375 -0.008223641434833328 -0.005823376143351198 0.029529131948947906 0.014381110668182373 
4463 32.31623339653015 0.027228161692619324 -0.06519418954849243 0.4247209280729294 0.4620847273672373 0.7387163589205592 -0.0 -0.6964684623548838 -0.029056368816827723 0.7255248311717116 12.0 1309.0 3188.0 0.42812385946512227 0.7301749229431151 -0.008223641434833328 -0.00583967469073832 0.042184509336948395 0.014381110668182373 
4464 32.321428537368774 0.02492719143629074 -0.06538593769073486 0.4260631650686264 0.44406040572173905 0.7408475916292517 -0.0 -0.6984778078223546 -0.013334899086001406 0.711812706908356 -12.0 1312.0 3210.0 0.40166270151734357 0.7323225021362304 -0.008223641434833328 -0.005856021175161005 0.05062134563922882 0.014381110668182373 
4465 32.32624530792236 0.02492719143629074 -0.06538593769073486 0.4260631650686264 0.39343906008251023 0.7264501344766467 -0.0 -0.6849037550430883 0.021210230160756426 0.6636935248823318 -37.0 1315.0 3234.0 0.40166270151734357 0.7323225021362304 -0.008223641434833328 -0.005872367659583689 0.0 0.0 
4466 32.331398248672485 0.021092243492603302 -0.06653642654418945 0.42874763906002045 0.43370601349122834 0.8256056395377963 -0.0 -0.7783884617373761 0.03507475372530598 0.7433137080120701 -61.0 1316.0 3257.0 0.357560800164938 0.7452079772949218 -0.008223641434833328 -0.005889001766219736 0.08436885476112366 0.08628666400909424 
4467 32.336211919784546 0.01975000649690628 -0.06672817468643188 0.4297063797712326 0.3634306471849234 0.7558309833463281 -0.0 -0.71260428500678 0.059562261672549424 0.6530420233342307 -88.0 1317.0 3285.0 0.3421250747144223 0.7473555564880371 -0.008223641434833328 -0.005905683809891343 0.029529213905334473 0.014381110668182373 
4468 32.34127616882324 0.018216028809547424 -0.06672817468643188 0.43066512048244476 0.3500081989968569 0.7414331906344741 -0.0 -0.6990299158592197 0.0637344601520051 0.6352954557072146 -111.0 1318.0 3309.0 0.3244843313097954 0.7473555564880371 -0.008223641434833328 -0.005922365853562951 0.033747509121894836 0.0 
4469 32.346535205841064 0.016298547387123108 -0.06730341911315918 0.4314321130514145 0.3363942448104174 0.7910024343635886 -0.0 -0.7457642470314139 0.09821737278423673 0.647546874247177 -137.0 1319.0 3335.0 0.3024332949519158 0.7537982940673827 -0.008223641434833328 -0.0059391917083412415 0.04218459129333496 0.04314333200454712 
4470 32.351269483566284 0.013805828988552094 -0.06883738934993744 0.4321991056203842 0.3203831967020781 0.88007012742199 -0.0 -0.8297380733597307 0.15327725198592346 0.6764608213738073 -161.0 1320.0 3359.0 0.2737670333683491 0.7709787607192993 -0.008223641434833328 -0.005956401055678726 0.05483980476856232 0.11504776775836945 
4471 32.35623383522034 0.011888355016708374 -0.07075487077236176 0.4333495944738388 0.28567686863787484 0.9302915695589036 -0.0 -0.8770873030877031 0.2052894650508877 0.6717978380368155 -188.0 1321.0 3386.0 0.25171608269214635 0.7924545526504516 -0.008223641434833328 -0.0059740897733718155 0.04218442738056183 0.14381110668182373 
4472 32.36127591133118 0.009779132902622223 -0.07171361148357391 0.43411655724048615 0.26563927345521754 0.8691059837806969 -0.0 -0.819400979601515 0.1928069312644472 0.6265940483370678 -213.0 1323.0 3411.0 0.22746002838015558 0.8031924486160278 -0.008223641434833328 -0.00599201817624271 0.046402886509895325 0.07190555334091187 
4473 32.36623525619507 0.007094666361808777 -0.07248060405254364 0.4350752979516983 0.2474232856238634 0.8632970697339624 -0.0 -0.8139242829164807 0.20494187470445172 0.6089824082120289 -240.0 1324.0 3438.0 0.19658866316080095 0.8117827653884887 -0.008223641434833328 -0.006010138327255846 0.05905826389789581 0.05752444267272949 
4474 32.37130045890808 0.0040267035365104675 -0.0734393298625946 0.43603403866291046 0.2205786313915999 0.8883964320551604 -0.0 -0.8375881886508504 0.23869239596846675 0.5988957926823836 -269.0 1326.0 3465.0 0.16130709066987037 0.8225204944610596 -0.008223641434833328 -0.006028498159721494 0.06749518215656285 0.07190443575382233 
4475 32.37621808052063 -0.0 -0.07497331500053406 0.43718452751636505 0.19536383636839694 0.9487027718629688 -0.0 -0.8944455510863725 0.2877088711114664 0.606736679974906 -297.0 1329.0 3491.0 0.115 0.8397011280059814 -0.008223641434833328 -0.006047241488471628 0.08858747780323029 0.11504888534545898 
4476 32.38125944137573 -0.0046019405126571655 -0.07689079642295837 0.4379515200853348 0.1550967339480669 0.9989215624313801 -0.0 -0.9417922808915866 0.34426018746413956 0.5975320934274471 -322.0 1333.0 3515.0 0.0620776841044426 0.8611769199371337 -0.008223641434833328 -0.006066464187577367 0.10124269127845764 0.14381110668182373 
4477 32.38629698753357 -0.009203881025314331 -0.0788082629442215 0.4385267645120621 0.10217441805250951 1.0203763678167015 -0.0 -0.9620200653942512 0.3975849696989714 0.5644350956952797 -349.0 1337.0 3540.0 0.009155368208885194 0.8826525449752807 -0.008223641434833328 -0.006086166253313423 0.10124269127845764 0.1438099890947342 
4478 32.39161133766174 -0.013230584561824799 -0.08053399622440338 0.4387185126543045 0.04321130626127132 1.0253044539745897 -0.0 -0.9666663095816036 0.4480512709710529 0.5186150386105506 -374.0 1341.0 3563.0 -0.03715172246098518 0.9019807577133178 -0.008224449080973785 -0.006106299752369524 0.08858747780323029 0.12942999601364136 
4479 32.396231174468994 -0.015915051102638245 -0.08168448507785797 0.4387185126543045 -0.01719075162619344 0.9950261760074645 -0.0 -0.938119675350663 0.4830960276016961 0.45502364774896675 -402.0 1347.0 3590.0 -0.06802308768033981 0.9148662328720092 -0.008225927843749445 -0.006126720873638988 0.05905826389789581 0.08628666400909424 
4480 32.40126872062683 -0.018024273216724396 -0.08264322578907013 0.4381432682275772 -0.05410418939448885 0.991362300498411 -0.0 -0.9346653403934964 0.5115085558512144 0.4231567845422819 -428.0 1352.0 3614.0 -0.09227914199233055 0.9256041288375854 -0.008227933912053627 -0.006147381680086256 0.046402886509895325 0.07190555334091187 
4481 32.406219720840454 -0.018024273216724396 -0.08264322578907013 0.4381432682275772 -0.10050908197268835 0.9194360863510518 -0.0 -0.8668526553685983 0.5154916494671837 0.35136100590141456 -457.0 1359.0 3642.0 -0.09227914199233055 0.9256041288375854 -0.008229939980357807 -0.006168042486533523 0.0 0.0 
4482 32.411232471466064 -0.020708739757537842 -0.0836019515991211 0.4375680238008499 -0.07232486047908655 1.0020573506895454 -0.0 -0.9447487304138718 0.5314273665041848 0.4133213639096869 -483.0 1366.0 3666.0 -0.12315050721168518 0.9363418579101562 -0.008232617165297192 -0.006188942974433303 0.05905826389789581 0.07190443575382233 
4483 32.41621923446655 -0.02032524347305298 -0.08321847021579742 0.43718452751636505 -0.13541241667494172 0.8970760150756687 -0.0 -0.8457713779997477 0.5334494642301244 0.31232191376962337 -514.0 1374.0 3695.0 -0.11874029994010925 0.9320468664169311 -0.008235198476165457 -0.0062097475919872525 -0.008436918258666992 -0.028761103749275208 
4484 32.42126131057739 -0.018024273216724396 -0.0818762332201004 0.43660928308963776 -0.15113769217602901 0.8101158207375555 -0.0 -0.7637845205200412 0.5052956691710555 0.2584888513489858 -541.0 1383.0 3719.0 -0.09227914199233055 0.9170138120651244 -0.00823720454446964 -0.006230216650292278 -0.05062134563922882 -0.10066777467727661 
4485 32.42625570297241 -0.01418931782245636 -0.07995875179767609 0.4364175349473953 -0.14078442550607018 0.7454767071139067 -0.0 -0.7028421797558148 0.46637109195148785 0.23647108780432702 -570.0 1392.0 3745.0 -0.04817715495824813 0.8955380201339721 -0.008238251873925254 -0.006250206338241697 -0.08436901867389679 -0.14381110668182373 
4486 32.43122124671936 -0.008820384740829468 -0.07900001108646393 0.4375680238008499 -0.11278920418925575 0.8066246144864707 -0.0 -0.7604929797004907 0.47233848943633183 0.28815449026415885 -597.0 1402.0 3768.0 0.013565575480461122 0.8848001241683959 -0.008238251873925254 -0.006269956341013313 -0.11811652779579163 -0.07190555334091187 
