i t_now roll pitch yaw dyaw psi_1 psi_2 psi_3 dpsi1 dpsi2 dpsi3 Tz 
507 12.5657639503479 -0.02857039123773575 0.09913351200520992 1.6806677654385567 0.6135940551757812 2350.0 2285.0 2324.0 5.0 6.0 5.0 0.25 
508 12.570726871490479 -0.028378643095493317 0.09990050224587321 1.6839274242520332 0.6519317626953125 2355.0 2291.0 2329.0 4.0 4.0 5.0 0.25 
509 12.575730323791504 -0.028186894953250885 0.1002839975990355 1.6871872022747993 0.6519556045532227 2359.0 2295.0 2334.0 5.0 4.0 5.0 0.25 
510 12.580722332000732 -0.028186894953250885 0.10105098783969879 1.6906386688351631 0.6902933120727539 2364.0 2299.0 2339.0 5.0 5.0 5.0 0.25 
511 12.58572793006897 -0.028186894953250885 0.10105098783969879 1.6906386688351631 0.0 2369.0 2304.0 2344.0 4.0 4.0 5.0 0.25 
512 12.590723514556885 -0.028186894953250885 0.10239322111010551 1.6973497942090034 1.3422250747680664 2373.0 2308.0 2349.0 5.0 5.0 6.0 0.25 
513 12.59579849243164 -0.028186894953250885 0.10239322111010551 1.6973497942090034 0.0 2373.0 2308.0 2349.0 5.0 5.0 6.0 0.25 
514 12.600715637207031 -0.027995146811008453 0.10354370677669067 1.704252727329731 1.3805866241455078 2383.0 2317.0 2360.0 5.0 4.0 5.0 0.25 
515 12.605745553970337 -0.02780339866876602 0.1039272019843338 1.7077041938900948 0.6902933120727539 2388.0 2321.0 2365.0 6.0 6.0 6.0 0.25 
516 12.610719203948975 -0.02761165052652359 0.10450244479579851 1.7111556604504585 0.6902933120727539 2394.0 2327.0 2371.0 4.0 4.0 5.0 0.25 
517 12.615751266479492 -0.02684466540813446 0.10296846396522596 1.714415319263935 0.6519317626953125 2398.0 2331.0 2376.0 5.0 4.0 5.0 0.25 
518 12.620718240737915 -0.02665291726589203 0.10354370677669067 1.7176749780774117 0.6519317626953125 2403.0 2335.0 2381.0 5.0 4.0 4.0 0.25 
519 12.625746250152588 -0.02665291726589203 0.10354370677669067 1.7176749780774117 0.0 2408.0 2339.0 2385.0 5.0 4.0 6.0 0.25 
520 12.6307213306427 -0.026461169123649597 0.10450244479579851 1.7245779111981392 1.3805866241455078 2413.0 2343.0 2391.0 5.0 6.0 6.0 0.25 
521 12.635754108428955 -0.026461169123649597 0.10507768765091896 1.7278376892209053 0.6519556045532227 2418.0 2349.0 2397.0 5.0 4.0 4.0 0.25 
522 12.64071774482727 -0.026461169123649597 0.10565293044783175 1.7310973480343819 0.6519317626953125 2423.0 2353.0 2401.0 5.0 4.0 6.0 0.25 
523 12.645758867263794 -0.026461169123649597 0.1058446781244129 1.734357126057148 0.6519556045532227 2428.0 2357.0 2407.0 6.0 5.0 5.0 0.25 
524 12.650721549987793 -0.026461169123649597 0.10622817324474454 1.7376167848706245 0.6519317626953125 2434.0 2362.0 2412.0 4.0 5.0 5.0 0.25 
525 12.655741453170776 -0.026461169123649597 0.10526943521108478 1.7404929473996162 0.5752325057983398 2438.0 2367.0 2417.0 5.0 4.0 5.0 0.25 
526 12.660719633102417 -0.02665291726589203 0.1054611827712506 1.7433692291378975 0.57525634765625 2443.0 2371.0 2422.0 5.0 5.0 5.0 0.25 
527 12.666504383087158 -0.02665291726589203 0.1054611827712506 1.7433692291378975 0.0 2448.0 2376.0 2427.0 5.0 4.0 5.0 0.25 
528 12.670721530914307 -0.02684466540813446 0.1060364255681634 1.7491216734051704 1.1504888534545898 2453.0 2380.0 2432.0 5.0 5.0 5.0 0.25 
529 12.675733804702759 -0.02684466540813446 0.10622817324474454 1.7516143396496773 0.4985332489013672 2458.0 2385.0 2437.0 6.0 5.0 6.0 0.25 
530 12.680716037750244 -0.027036413550376892 0.10661166836507618 1.7542988136410713 0.5368947982788086 2464.0 2390.0 2443.0 5.0 4.0 5.0 0.25 
531 12.685810804367065 -0.027228161692619324 0.10661166836507618 1.7567915990948677 0.49855709075927734 2469.0 2394.0 2448.0 6.0 5.0 5.0 0.25 
532 12.690803050994873 -0.02741990238428116 0.10699516371823847 1.7594759538769722 0.5368709564208984 2475.0 2399.0 2453.0 4.0 4.0 5.0 0.25 
533 12.695874691009521 -0.02741990238428116 0.10699516371823847 1.7594759538769722 0.0 2475.0 2399.0 2453.0 4.0 4.0 5.0 0.25 
534 12.700785636901855 -0.027228161692619324 0.10718691116198897 1.7650367096066475 1.1121511459350586 2484.0 2407.0 2463.0 4.0 4.0 5.0 0.25 
535 12.70608377456665 -0.027036413550376892 0.10737865883857012 1.768296368420124 0.6519317626953125 2488.0 2411.0 2468.0 6.0 6.0 5.0 0.25 
536 12.710803508758545 -0.027228161692619324 0.1077621541917324 1.7715561464428902 0.6519556045532227 2494.0 2417.0 2473.0 4.0 4.0 4.0 0.25 
537 12.71587347984314 -0.02741990238428116 0.10795390186831355 1.7748158052563667 0.6519317626953125 2498.0 2421.0 2477.0 5.0 4.0 4.0 0.25 
538 12.72078537940979 -0.02780339866876602 0.10814564907923341 1.7782672718167305 0.6902933120727539 2503.0 2425.0 2481.0 4.0 4.0 5.0 0.25 
539 12.725872993469238 -0.02780339866876602 0.10814564907923341 1.7782672718167305 0.0 2503.0 2425.0 2481.0 4.0 4.0 5.0 0.25 
540 12.73079228401184 -0.028186894953250885 0.1085291444323957 1.7849783971905708 1.3422250747680664 2513.0 2435.0 2491.0 4.0 4.0 4.0 0.25 
541 12.73588490486145 -0.028186894953250885 0.10872089210897684 1.7884298637509346 0.6902933120727539 2517.0 2439.0 2495.0 5.0 4.0 4.0 0.25 
542 12.740787982940674 -0.028186894953250885 0.10891263978555799 1.7916896417737007 0.6519556045532227 2522.0 2443.0 2499.0 4.0 5.0 4.0 0.25 
543 12.745877265930176 -0.028186894953250885 0.10891263978555799 1.7916896417737007 0.0 2526.0 2448.0 2503.0 5.0 4.0 4.0 0.25 
544 12.750794172286987 -0.02876213937997818 0.10948788234964013 1.798400767147541 1.3422250747680664 2531.0 2452.0 2507.0 5.0 6.0 5.0 0.25 
545 12.755828619003296 -0.02895388752222061 0.10948788234964013 1.8016605451703072 0.6519556045532227 2536.0 2458.0 2512.0 6.0 5.0 5.0 0.25 
546 12.76079511642456 -0.029145635664463043 0.10987137770280242 1.8049202039837837 0.6519317626953125 2542.0 2463.0 2517.0 4.0 4.0 4.0 0.25 
547 12.76587986946106 -0.029145635664463043 0.10987137770280242 1.8049202039837837 0.0 2542.0 2463.0 2517.0 4.0 4.0 4.0 0.25 
548 12.770793676376343 -0.029145635664463043 0.11044662073254585 1.8114396408200264 1.3038873672485352 2552.0 2473.0 2526.0 5.0 5.0 5.0 0.25 
549 12.776099920272827 -0.029337383806705475 0.11063836794346571 1.8148911073803902 0.6902933120727539 2557.0 2478.0 2531.0 4.0 4.0 4.0 0.25 
550 12.78080415725708 -0.029529131948947906 0.111021863296628 1.8181507661938667 0.6519317626953125 2561.0 2482.0 2535.0 5.0 5.0 4.0 0.25 
551 12.785765886306763 -0.029720880091190338 0.111021863296628 1.8214105442166328 0.6519556045532227 2566.0 2487.0 2539.0 6.0 5.0 5.0 0.25 
552 12.790784120559692 -0.029720880091190338 0.111021863296628 1.8214105442166328 0.0 2566.0 2487.0 2539.0 6.0 5.0 5.0 0.25 
553 12.795765399932861 -0.030104368925094604 0.11159710586071014 1.8281216695904732 1.3422250747680664 2576.0 2497.0 2548.0 5.0 5.0 5.0 0.25 
554 12.800756931304932 -0.030296117067337036 0.11198060121387243 1.831573136150837 0.6902933120727539 2581.0 2502.0 2553.0 5.0 5.0 4.0 0.25 
555 12.805806398391724 -0.030296117067337036 0.11198060121387243 1.831573136150837 0.0 2581.0 2502.0 2553.0 5.0 5.0 4.0 0.25 
556 12.81075668334961 -0.0306796133518219 0.11236409656703472 1.8380925729870796 1.3038873672485352 2592.0 2512.0 2562.0 4.0 5.0 5.0 0.25 
557 12.815760374069214 -0.03087136149406433 0.11255584377795458 1.8415440395474434 0.6902933120727539 2596.0 2517.0 2567.0 6.0 5.0 4.0 0.25 
558 12.820767402648926 -0.03087136149406433 0.11255584377795458 1.8415440395474434 0.0 2596.0 2517.0 2567.0 6.0 5.0 4.0 0.25 
559 12.825778484344482 -0.031063109636306763 0.11293933913111687 1.84480369836092 0.6519317626953125 2606.0 2527.0 2576.0 5.0 4.0 4.0 0.25 
560 12.830765962600708 -0.031446605920791626 0.11351458262652159 1.8515148237347603 1.3422250747680664 2611.0 2531.0 2580.0 5.0 5.0 5.0 0.25 
561 12.835935354232788 -0.0306796133518219 0.11025487305596471 1.8547746017575264 0.6519556045532227 2616.0 2536.0 2585.0 6.0 6.0 5.0 0.25 
562 12.840757846832275 -0.03087136149406433 0.11044662073254585 1.8584177568554878 0.7286310195922852 2622.0 2542.0 2590.0 5.0 5.0 4.0 0.25 
563 12.845784425735474 -0.030296117067337036 0.10737865883857012 1.861677534878254 0.6519556045532227 2627.0 2547.0 2594.0 6.0 6.0 6.0 0.25 
564 12.850767374038696 -0.030296117067337036 0.10737865883857012 1.861677534878254 0.0 2627.0 2547.0 2594.0 6.0 6.0 6.0 0.25 
565 12.8557710647583 -0.02991262823343277 0.10450244479579851 1.8687721565365791 1.418924331665039 2638.0 2557.0 2604.0 5.0 5.0 4.0 0.25 
566 12.860817670822144 -0.02991262823343277 0.10450244479579851 1.8687721565365791 0.0 2638.0 2557.0 2604.0 5.0 5.0 4.0 0.25 
567 12.865758180618286 -0.029145635664463043 0.10162623063661158 1.8760585859417915 1.4572858810424805 2647.0 2567.0 2612.0 7.0 6.0 6.0 0.25 
568 12.870773315429688 -0.02895388752222061 0.10200972598977387 1.879701741039753 0.7286310195922852 2654.0 2573.0 2618.0 5.0 5.0 4.0 0.25 
569 12.875763654708862 -0.028378643095493317 0.09855826897546649 1.882961519062519 0.6519556045532227 2659.0 2578.0 2622.0 4.0 5.0 5.0 0.25 
570 12.880809307098389 -0.028378643095493317 0.09855826897546649 1.882961519062519 0.0 2659.0 2578.0 2622.0 4.0 5.0 5.0 0.25 
571 12.88578176498413 -0.02761165052652359 0.09529855940490961 1.8894808366894722 1.303863525390625 2668.0 2587.0 2631.0 6.0 6.0 5.0 0.25 
572 12.890838861465454 -0.02741990238428116 0.0956820547580719 1.8927406147122383 0.6519556045532227 2674.0 2593.0 2636.0 5.0 5.0 5.0 0.25 
573 12.8958261013031 -0.02741990238428116 0.0956820547580719 1.8927406147122383 0.0 2674.0 2593.0 2636.0 5.0 5.0 5.0 0.25 
574 12.901005268096924 -0.026461169123649597 0.09318933635950089 1.898684747517109 1.188826560974121 2683.0 2603.0 2646.0 5.0 5.0 5.0 0.25 
575 12.905762672424316 -0.026461169123649597 0.09318933635950089 1.898684747517109 0.0 2688.0 2608.0 2651.0 5.0 4.0 4.0 0.25 
576 12.910839557647705 -0.026077672839164734 0.09376457892358303 1.9053959921002388 1.3422489166259766 2693.0 2612.0 2655.0 4.0 5.0 5.0 0.25 
577 12.915765523910522 -0.02569417655467987 0.09376457892358303 1.908847339451313 0.6902694702148438 2697.0 2617.0 2660.0 5.0 6.0 5.0 0.25 
578 12.92078685760498 -0.02550242841243744 0.09376457892358303 1.9121071174740791 0.6519556045532227 2702.0 2623.0 2665.0 4.0 5.0 5.0 0.25 
579 12.92583155632019 -0.025310680270195007 0.09376457892358303 1.915558584034443 0.6902933120727539 2706.0 2628.0 2670.0 5.0 6.0 6.0 0.25 
580 12.930783748626709 -0.025310680270195007 0.09376457892358303 1.915558584034443 0.0 2706.0 2628.0 2670.0 5.0 6.0 6.0 0.25 
581 12.93579649925232 -0.024927183985710144 0.09433982148766518 1.9224615171551704 1.3805866241455078 2716.0 2639.0 2680.0 4.0 4.0 5.0 0.25 
582 12.94078254699707 -0.024543695151805878 0.09453156962990761 1.9261046722531319 0.7286310195922852 2720.0 2643.0 2685.0 4.0 5.0 5.0 0.25 
583 12.945837020874023 -0.024543695151805878 0.09453156962990761 1.9261046722531319 0.0 2720.0 2643.0 2685.0 4.0 5.0 5.0 0.25 
584 12.950773477554321 -0.024351947009563446 0.09453156962990761 1.9295561388134956 0.6902933120727539 2724.0 2648.0 2690.0 6.0 6.0 6.0 0.25 
585 12.95579195022583 -0.023968450725078583 0.09472331684082747 1.9366507604718208 1.418924331665039 2734.0 2659.0 2700.0 4.0 5.0 5.0 0.25 
586 12.960988521575928 -0.023968450725078583 0.09472331684082747 1.9366507604718208 0.0 2734.0 2659.0 2700.0 4.0 5.0 5.0 0.25 
587 12.965798139572144 -0.02358495444059372 0.09510681219398975 1.9402940347790718 0.7286548614501953 2738.0 2664.0 2705.0 5.0 5.0 5.0 0.25 
588 12.970840215682983 -0.023201458156108856 0.09549030754715204 1.947388656437397 1.418924331665039 2747.0 2674.0 2715.0 5.0 5.0 5.0 0.25 
589 12.975780725479126 -0.023201458156108856 0.0956820547580719 1.9508401229977608 0.6902933120727539 2752.0 2679.0 2720.0 5.0 5.0 5.0 0.25 
590 12.980811834335327 -0.023009710013866425 0.09606555011123419 1.9542915895581245 0.6902933120727539 2757.0 2684.0 2725.0 4.0 5.0 5.0 0.25 
591 12.985772848129272 -0.023009710013866425 0.09606555011123419 1.9542915895581245 0.0 2761.0 2689.0 2730.0 5.0 5.0 5.0 0.25 
592 12.990777492523193 -0.02262621372938156 0.09683254081755877 1.9608110263943672 1.3038873672485352 2766.0 2694.0 2735.0 5.0 5.0 5.0 0.25 
593 12.995821237564087 -0.02262621372938156 0.09721603570505977 1.9638789966702461 0.6135940551757812 2771.0 2699.0 2740.0 5.0 5.0 5.0 0.25 
594 13.000780582427979 -0.02262621372938156 0.09759953105822206 1.966946966946125 0.6135940551757812 2776.0 2704.0 2745.0 4.0 5.0 5.0 0.25 
595 13.005780458450317 -0.02262621372938156 0.09798302641138434 1.9698231294751167 0.5752325057983398 2780.0 2709.0 2750.0 6.0 6.0 6.0 0.25 
596 13.010785579681396 -0.02262621372938156 0.09798302641138434 1.9698231294751167 0.0 2780.0 2709.0 2750.0 6.0 6.0 6.0 0.25 
597 13.01589846611023 -0.02262621372938156 0.09894176432862878 1.9753837659955025 1.1121273040771484 2790.0 2720.0 2761.0 5.0 5.0 5.0 0.25 
598 13.020769119262695 -0.02262621372938156 0.09951700689271092 1.9780682399868965 0.5368947982788086 2795.0 2725.0 2766.0 4.0 4.0 5.0 0.25 
599 13.025823593139648 -0.02262621372938156 0.09951700689271092 1.9780682399868965 0.0 2795.0 2725.0 2766.0 4.0 4.0 5.0 0.25 
600 13.030768394470215 -0.022817961871623993 0.10009224992245436 1.9809445217251778 0.57525634765625 2799.0 2729.0 2771.0 6.0 6.0 5.0 0.25 
601 13.036171436309814 -0.023009710013866425 0.10105098783969879 1.9874639585614204 1.3038873672485352 2809.0 2739.0 2781.0 4.0 4.0 5.0 0.25 
602 13.040791988372803 -0.023009710013866425 0.10105098783969879 1.9874639585614204 0.0 2809.0 2739.0 2781.0 4.0 4.0 5.0 0.25 
603 13.045991659164429 -0.02262621372938156 0.10200972598977387 1.9939832761883736 1.303863525390625 2818.0 2747.0 2791.0 5.0 5.0 6.0 0.25 
604 13.050783157348633 -0.02262621372938156 0.10200972598977387 1.9939832761883736 0.0 2818.0 2747.0 2791.0 5.0 5.0 6.0 0.25 
605 13.05576777458191 -0.02262621372938156 0.1033519591728691 2.0010780170559883 1.4189481735229492 2827.0 2756.0 2801.0 5.0 5.0 6.0 0.25 
606 13.060784816741943 -0.02262621372938156 0.1033519591728691 2.0010780170559883 0.0 2827.0 2756.0 2801.0 5.0 5.0 6.0 0.25 
607 13.065778017044067 -0.02262621372938156 0.1039272019843338 2.004529483616352 0.6902933120727539 2837.0 2765.0 2812.0 4.0 4.0 4.0 0.25 
608 13.07077145576477 -0.022242717444896698 0.10507768765091896 2.0114324167370796 1.3805866241455078 2841.0 2769.0 2816.0 5.0 5.0 5.0 0.25 
609 13.075821876525879 -0.022242717444896698 0.10507768765091896 2.0114324167370796 0.0 2841.0 2769.0 2816.0 5.0 5.0 5.0 0.25 
610 13.080773115158081 -0.022050969302654266 0.10622817324474454 2.0183352306485176 1.3805627822875977 2851.0 2778.0 2827.0 5.0 5.0 5.0 0.25 
611 13.085829019546509 -0.022050969302654266 0.10622817324474454 2.0183352306485176 0.0 2851.0 2778.0 2827.0 5.0 5.0 5.0 0.25 
612 13.090785503387451 -0.022050969302654266 0.10661166836507618 2.0217866972088814 0.6902933120727539 2856.0 2783.0 2832.0 6.0 5.0 6.0 0.25 
613 13.095834970474243 -0.022242717444896698 0.10718691116198897 2.0250464752316475 0.6519556045532227 2862.0 2788.0 2838.0 4.0 4.0 5.0 0.25 
614 13.100950717926025 -0.02243446558713913 0.10795390186831355 2.031374104321003 1.2655258178710938 2871.0 2796.0 2848.0 5.0 5.0 4.0 0.25 
615 13.106104850769043 -0.022242717444896698 0.10814564907923341 2.034442074596882 0.6135940551757812 2876.0 2801.0 2852.0 6.0 5.0 6.0 0.25 
616 13.110811233520508 -0.022242717444896698 0.10814564907923341 2.034442074596882 0.0 2876.0 2801.0 2852.0 6.0 5.0 6.0 0.25 
617 13.116261959075928 -0.02243446558713913 0.10833739675581455 2.0373182371258736 0.5752325057983398 2882.0 2806.0 2858.0 5.0 4.0 5.0 0.25 
618 13.120829820632935 -0.02262621372938156 0.1085291444323957 2.0400027111172676 0.5368947982788086 2887.0 2810.0 2863.0 4.0 5.0 5.0 0.25 
619 13.125758647918701 -0.022817961871623993 0.10910438746213913 2.045179970562458 1.035451889038086 2896.0 2819.0 2873.0 6.0 5.0 5.0 0.25 
620 13.13083004951477 -0.022817961871623993 0.10910438746213913 2.045179970562458 0.0 2896.0 2819.0 2873.0 6.0 5.0 5.0 0.25 
621 13.136126518249512 -0.023009710013866425 0.10929613467305899 2.0501654222607613 0.9970903396606445 2906.0 2828.0 2883.0 5.0 4.0 5.0 0.25 
622 13.140770673751831 -0.023009710013866425 0.10948788234964013 2.053041584789753 0.5752325057983398 2911.0 2832.0 2888.0 4.0 5.0 4.0 0.25 
623 13.145789623260498 -0.023009710013866425 0.10948788234964013 2.053041584789753 0.0 2911.0 2832.0 2888.0 4.0 5.0 4.0 0.25 
624 13.150774002075195 -0.023201458156108856 0.11006312537938356 2.0593692138791084 1.2655258178710938 2920.0 2841.0 2897.0 5.0 4.0 5.0 0.25 
625 13.15583872795105 -0.023201458156108856 0.11006312537938356 2.0593692138791084 0.0 2920.0 2841.0 2897.0 5.0 4.0 5.0 0.25 
626 13.160775423049927 -0.023201458156108856 0.11025487305596471 2.0626289919018745 0.6519556045532227 2925.0 2845.0 2902.0 5.0 5.0 5.0 0.25 
627 13.166402101516724 -0.023009710013866425 0.11044662073254585 2.065888650715351 0.6519317626953125 2930.0 2850.0 2907.0 5.0 4.0 4.0 0.25 
628 13.170793771743774 -0.023201458156108856 0.11063836794346571 2.069148428738117 0.6519556045532227 2935.0 2854.0 2911.0 5.0 5.0 5.0 0.25 
629 13.176155805587769 -0.023393206298351288 0.11083011562004685 2.072408087551594 0.6519317626953125 2940.0 2859.0 2916.0 5.0 4.0 4.0 0.25 
630 13.18227505683899 -0.02377670258283615 0.111021863296628 2.07566786557436 0.6519556045532227 2945.0 2863.0 2920.0 5.0 5.0 4.0 0.25 
631 13.18617844581604 -0.023968450725078583 0.11121361097320914 2.0789275243878365 0.6519317626953125 2950.0 2868.0 2924.0 4.0 4.0 5.0 0.25 
632 13.191572189331055 -0.023968450725078583 0.11140535864979029 2.082187183201313 0.6519317626953125 2954.0 2872.0 2929.0 6.0 5.0 5.0 0.25 
633 13.196552515029907 -0.024160198867321014 0.11178885400295258 2.085255153477192 0.6135940551757812 2960.0 2877.0 2934.0 4.0 5.0 4.0 0.25 
634 13.200796842575073 -0.024351947009563446 0.11198060121387243 2.088514931499958 0.6519556045532227 2964.0 2882.0 2938.0 5.0 4.0 4.0 0.25 
635 13.205770254135132 -0.024543695151805878 0.11217234935611486 2.0917745903134346 0.6519317626953125 2969.0 2886.0 2942.0 5.0 5.0 4.0 0.25 
636 13.210882425308228 -0.02377670258283615 0.10872089210897684 2.0948425605893135 0.6135940551757812 2974.0 2891.0 2946.0 5.0 5.0 5.0 0.25 
637 13.21576976776123 -0.023968450725078583 0.10891263978555799 2.0981023386120796 0.6519556045532227 2979.0 2896.0 2951.0 5.0 5.0 4.0 0.25 
638 13.220776081085205 -0.024160198867321014 0.10910438746213913 2.101361997425556 0.6519317626953125 2984.0 2901.0 2955.0 5.0 4.0 5.0 0.25 
639 13.225910902023315 -0.024351947009563446 0.10948788234964013 2.1046216562390327 0.6519317626953125 2989.0 2905.0 2960.0 5.0 5.0 4.0 0.25 
640 13.230766773223877 -0.024351947009563446 0.10967963002622128 2.1078813150525093 0.6519317626953125 2994.0 2910.0 2964.0 5.0 5.0 4.0 0.25 
641 13.235790014266968 -0.024543695151805878 0.11006312537938356 2.111141212284565 0.6519794464111328 2999.0 2915.0 2968.0 4.0 4.0 5.0 0.25 
642 13.24084734916687 -0.024927183985710144 0.11044662073254585 2.117660529911518 1.303863525390625 3009.0 2924.0 2977.0 5.0 5.0 5.0 0.25 
643 13.245809316635132 -0.024927183985710144 0.11044662073254585 2.117660529911518 0.0 3009.0 2924.0 2977.0 5.0 5.0 5.0 0.25 
644 13.250761270523071 -0.024927183985710144 0.11063836794346571 2.1209201887249947 0.6519317626953125 3014.0 2929.0 2982.0 5.0 6.0 5.0 0.25 
645 13.255779504776001 -0.025118932127952576 0.111021863296628 2.124179847538471 0.6519317626953125 3019.0 2935.0 2987.0 5.0 4.0 5.0 0.25 
646 13.260814666748047 -0.025310680270195007 0.11121361097320914 2.127439744770527 0.6519794464111328 3024.0 2939.0 2992.0 5.0 5.0 4.0 0.25 
647 13.265765190124512 -0.025310680270195007 0.11121361097320914 2.127439744770527 0.0 3029.0 2944.0 2996.0 5.0 4.0 4.0 0.25 
648 13.270807027816772 -0.02550242841243744 0.10872089210897684 2.1341507509350777 1.3422012329101562 3034.0 2948.0 3000.0 5.0 6.0 5.0 0.25 
649 13.275765180587769 -0.02569417655467987 0.10910438746213913 2.137602336704731 0.6903171539306641 3039.0 2954.0 3005.0 5.0 5.0 4.0 0.25 
650 13.280797243118286 -0.02569417655467987 0.10680341604165733 2.1408619955182076 0.6519317626953125 3044.0 2959.0 3009.0 5.0 5.0 5.0 0.25 
651 13.285817861557007 -0.025885924696922302 0.10718691116198897 2.1443133428692818 0.6902694702148438 3049.0 2964.0 3014.0 5.0 4.0 5.0 0.25 
652 13.290888786315918 -0.02569417655467987 0.10450244479579851 2.1475732401013374 0.6519794464111328 3054.0 2968.0 3019.0 5.0 6.0 5.0 0.25 
653 13.295827865600586 -0.026077672839164734 0.104694192414172 2.1510245874524117 0.6902694702148438 3059.0 2974.0 3024.0 5.0 5.0 4.0 0.25 
654 13.300903081893921 -0.026077672839164734 0.104694192414172 2.1510245874524117 0.0 3059.0 2974.0 3024.0 5.0 5.0 4.0 0.25 
655 13.30579400062561 -0.026077672839164734 0.10239322111010551 2.158119209110737 1.418924331665039 3070.0 2984.0 3033.0 5.0 5.0 5.0 0.25 
656 13.310927629470825 -0.02569417655467987 0.09932525968179107 2.16157079488039 0.6903171539306641 3075.0 2989.0 3038.0 5.0 5.0 4.0 0.25 
657 13.315789222717285 -0.025885924696922302 0.09970875456929207 2.165213830769062 0.728607177734375 3080.0 2994.0 3042.0 4.0 4.0 5.0 0.25 
658 13.320825815200806 -0.025885924696922302 0.09990050224587321 2.168857105076313 0.7286548614501953 3084.0 2998.0 3047.0 6.0 5.0 5.0 0.25 
659 13.325960159301758 -0.025885924696922302 0.09990050224587321 2.168857105076313 0.0 3084.0 2998.0 3047.0 6.0 5.0 5.0 0.25 
660 13.33077073097229 -0.02550242841243744 0.100475745042786 2.1757600381970406 1.3805866241455078 3095.0 3009.0 3056.0 6.0 5.0 5.0 0.25 
661 13.335825204849243 -0.02550242841243744 0.10066749271936715 2.179211623966694 0.6903171539306641 3101.0 3014.0 3061.0 5.0 5.0 5.0 0.25 
662 13.34077525138855 -0.025310680270195007 0.10085924039594829 2.1824712827801704 0.6519317626953125 3106.0 3019.0 3066.0 5.0 5.0 5.0 0.25 
663 13.345812559127808 -0.025310680270195007 0.10085924039594829 2.1824712827801704 0.0 3111.0 3024.0 3071.0 4.0 5.0 4.0 0.25 
664 13.350789785385132 -0.024927183985710144 0.10143448319286108 2.1886072233319283 1.2271881103515625 3115.0 3029.0 3075.0 5.0 5.0 5.0 0.25 
665 13.355940580368042 -0.024543695151805878 0.10162623063661158 2.191866882145405 0.6519317626953125 3120.0 3034.0 3080.0 5.0 5.0 5.0 0.25 
666 13.360789775848389 -0.024543695151805878 0.10200972598977387 2.1949348524212837 0.6135940551757812 3125.0 3039.0 3085.0 5.0 5.0 5.0 0.25 
667 13.365843772888184 -0.024351947009563446 0.10220147354993969 2.1981945112347603 0.6519317626953125 3130.0 3044.0 3090.0 5.0 5.0 5.0 0.25 
668 13.370822668075562 -0.024160198867321014 0.10239322111010551 2.201454170048237 0.6519317626953125 3135.0 3049.0 3095.0 5.0 6.0 5.0 0.25 
669 13.375844955444336 -0.02377670258283615 0.10258496878668666 2.2047140672802925 0.6519794464111328 3140.0 3055.0 3100.0 4.0 4.0 5.0 0.25 
670 13.38078784942627 -0.02358495444059372 0.10258496878668666 2.207973726093769 0.6519317626953125 3144.0 3059.0 3105.0 4.0 5.0 5.0 0.25 
671 13.385873079299927 -0.023201458156108856 0.10277671634685248 2.2114250734448433 0.6902694702148438 3148.0 3064.0 3110.0 5.0 6.0 5.0 0.25 
672 13.390787124633789 -0.023009710013866425 0.10296846396522596 2.21468473225832 0.6519317626953125 3153.0 3070.0 3115.0 4.0 5.0 5.0 0.25 
673 13.395815134048462 -0.022817961871623993 0.10316021158359945 2.2179446294903755 0.6519794464111328 3157.0 3075.0 3120.0 5.0 4.0 4.0 0.25 
674 13.400776147842407 -0.02262621372938156 0.1033519591728691 2.2213959768414497 0.6902694702148438 3162.0 3079.0 3124.0 4.0 6.0 5.0 0.25 
675 13.405821561813354 -0.02243446558713913 0.10354370677669067 2.2246556356549263 0.6519317626953125 3166.0 3085.0 3129.0 5.0 4.0 6.0 0.25 
676 13.410840034484863 -0.02243446558713913 0.10354370677669067 2.2246556356549263 0.0 3166.0 3085.0 3129.0 5.0 4.0 6.0 0.25 
677 13.415805339813232 -0.02185922861099243 0.10373545438051224 2.231558568775654 1.3805866241455078 3176.0 3095.0 3140.0 4.0 5.0 5.0 0.25 
678 13.420821905136108 -0.02147573232650757 0.10373545438051224 2.235010154545307 0.6903171539306641 3180.0 3100.0 3145.0 4.0 5.0 5.0 0.25 
679 13.425801277160645 -0.02147573232650757 0.10373545438051224 2.235010154545307 0.0 3180.0 3100.0 3145.0 4.0 5.0 5.0 0.25 
680 13.430782318115234 -0.020900487899780273 0.10411894958815537 2.2421047762036324 1.418924331665039 3189.0 3110.0 3155.0 5.0 5.0 5.0 0.25 
681 13.435823202133179 -0.020708739757537842 0.10431069717742503 2.2455561235547066 0.6902694702148438 3194.0 3115.0 3160.0 4.0 5.0 5.0 0.25 
682 13.440782308578491 -0.02051699161529541 0.10431069717742503 2.2491993978619576 0.7286548614501953 3198.0 3120.0 3165.0 5.0 5.0 5.0 0.25 
683 13.446016073226929 -0.020133495330810547 0.104694192414172 2.2526507452130318 0.6902694702148438 3203.0 3125.0 3170.0 4.0 5.0 5.0 0.25 
684 13.450781345367432 -0.018983013927936554 0.10162623063661158 2.256102330982685 0.6903171539306641 3207.0 3130.0 3175.0 6.0 6.0 6.0 0.25 
685 13.455814361572266 -0.018791265785694122 0.10181797831319273 2.259745605289936 0.7286548614501953 3213.0 3136.0 3181.0 4.0 4.0 4.0 0.25 
